Sexo;Provincias;Tasas;Periodo;Total
Ambos sexos;42 Soria;Tasa de paro de la población;2020T4;7,67
Ambos sexos;42 Soria;Tasa de paro de la población;2020T3;9,03
Ambos sexos;42 Soria;Tasa de paro de la población;2020T2;8,77
Ambos sexos;42 Soria;Tasa de paro de la población;2020T1;9,58
Ambos sexos;42 Soria;Tasa de paro de la población;2019T4;7,23
Ambos sexos;42 Soria;Tasa de paro de la población;2019T3;7,05
Ambos sexos;42 Soria;Tasa de paro de la población;2019T2;8,75
Ambos sexos;42 Soria;Tasa de paro de la población;2019T1;6,89
Ambos sexos;42 Soria;Tasa de paro de la población;2018T4;4,35
Ambos sexos;42 Soria;Tasa de paro de la población;2018T3;7,84
Ambos sexos;42 Soria;Tasa de paro de la población;2018T2;8,68
Ambos sexos;42 Soria;Tasa de paro de la población;2018T1;11,40
Ambos sexos;42 Soria;Tasa de paro de la población;2017T4;9,55
Ambos sexos;42 Soria;Tasa de paro de la población;2017T3;8,29
Ambos sexos;42 Soria;Tasa de paro de la población;2017T2;13,04
Ambos sexos;42 Soria;Tasa de paro de la población;2017T1;12,48
Ambos sexos;42 Soria;Tasa de paro de la población;2016T4;12,25
Ambos sexos;42 Soria;Tasa de paro de la población;2016T3;10,96
Ambos sexos;42 Soria;Tasa de paro de la población;2016T2;14,18
Ambos sexos;42 Soria;Tasa de paro de la población;2016T1;15,44
Ambos sexos;42 Soria;Tasa de paro de la población;2015T4;13,33
Ambos sexos;42 Soria;Tasa de paro de la población;2015T3;11,95
Ambos sexos;42 Soria;Tasa de paro de la población;2015T2;15,51
Ambos sexos;42 Soria;Tasa de paro de la población;2015T1;15,52
Ambos sexos;42 Soria;Tasa de paro de la población;2014T4;16,96
Ambos sexos;42 Soria;Tasa de paro de la población;2014T3;17,06
Ambos sexos;42 Soria;Tasa de paro de la población;2014T2;16,40
Ambos sexos;42 Soria;Tasa de paro de la población;2014T1;17,72
Ambos sexos;42 Soria;Tasa de paro de la población;2013T4;16,32
Ambos sexos;42 Soria;Tasa de paro de la población;2013T3;14,67
Ambos sexos;42 Soria;Tasa de paro de la población;2013T2;16,98
Ambos sexos;42 Soria;Tasa de paro de la población;2013T1;18,37
Ambos sexos;42 Soria;Tasa de paro de la población;2012T4;15,87
Ambos sexos;42 Soria;Tasa de paro de la población;2012T3;14,32
Ambos sexos;42 Soria;Tasa de paro de la población;2012T2;14,45
Ambos sexos;42 Soria;Tasa de paro de la población;2012T1;14,67
Ambos sexos;42 Soria;Tasa de paro de la población;2011T4;12,90
Ambos sexos;42 Soria;Tasa de paro de la población;2011T3;11,76
Ambos sexos;42 Soria;Tasa de paro de la población;2011T2;14,04
Ambos sexos;42 Soria;Tasa de paro de la población;2011T1;15,78
Ambos sexos;42 Soria;Tasa de paro de la población;2010T4;13,55
Ambos sexos;42 Soria;Tasa de paro de la población;2010T3;11,08
Ambos sexos;42 Soria;Tasa de paro de la población;2010T2;13,32
Ambos sexos;42 Soria;Tasa de paro de la población;2010T1;11,55
Ambos sexos;42 Soria;Tasa de paro de la población;2009T4;12,24
Ambos sexos;42 Soria;Tasa de paro de la población;2009T3;6,85
Ambos sexos;42 Soria;Tasa de paro de la población;2009T2;10,24
Ambos sexos;42 Soria;Tasa de paro de la población;2009T1;12,63
Ambos sexos;42 Soria;Tasa de paro de la población;2008T4;5,66
Ambos sexos;42 Soria;Tasa de paro de la población;2008T3;4,77
Ambos sexos;42 Soria;Tasa de paro de la población;2008T2;6,58
Ambos sexos;42 Soria;Tasa de paro de la población;2008T1;5,32
Ambos sexos;42 Soria;Tasa de paro de la población;2007T4;4,07
Ambos sexos;42 Soria;Tasa de paro de la población;2007T3;5,28
Ambos sexos;42 Soria;Tasa de paro de la población;2007T2;4,70
Ambos sexos;42 Soria;Tasa de paro de la población;2007T1;4,81
Ambos sexos;42 Soria;Tasa de paro de la población;2006T4;5,67
Ambos sexos;42 Soria;Tasa de paro de la población;2006T3;4,62
Ambos sexos;42 Soria;Tasa de paro de la población;2006T2;5,02
Ambos sexos;42 Soria;Tasa de paro de la población;2006T1;5,56
Ambos sexos;42 Soria;Tasa de paro de la población;2005T4;4,06
Ambos sexos;42 Soria;Tasa de paro de la población;2005T3;4,25
Ambos sexos;42 Soria;Tasa de paro de la población;2005T2;6,43
Ambos sexos;42 Soria;Tasa de paro de la población;2005T1;6,12
Ambos sexos;42 Soria;Tasa de paro de la población;2004T4;2,87
Ambos sexos;42 Soria;Tasa de paro de la población;2004T3;3,73
Ambos sexos;42 Soria;Tasa de paro de la población;2004T2;6,88
Ambos sexos;42 Soria;Tasa de paro de la población;2004T1;3,72
Ambos sexos;42 Soria;Tasa de paro de la población;2003T4;4,37
Ambos sexos;42 Soria;Tasa de paro de la población;2003T3;5,98
Ambos sexos;42 Soria;Tasa de paro de la población;2003T2;4,10
Ambos sexos;42 Soria;Tasa de paro de la población;2003T1;4,95
Ambos sexos;42 Soria;Tasa de paro de la población;2002T4;4,32
Ambos sexos;42 Soria;Tasa de paro de la población;2002T3;5,44
Ambos sexos;42 Soria;Tasa de paro de la población;2002T2;4,36
Ambos sexos;42 Soria;Tasa de paro de la población;2002T1;5,26
Ambos sexos;43 Tarragona;Tasa de paro de la población;2021T2;12,67
Ambos sexos;43 Tarragona;Tasa de paro de la población;2021T1;15,51
Ambos sexos;43 Tarragona;Tasa de paro de la población;2020T4;17,47
Ambos sexos;43 Tarragona;Tasa de paro de la población;2020T3;15,43
Ambos sexos;43 Tarragona;Tasa de paro de la población;2020T2;15,34
Ambos sexos;43 Tarragona;Tasa de paro de la población;2020T1;12,83
Ambos sexos;43 Tarragona;Tasa de paro de la población;2019T4;11,96
Ambos sexos;43 Tarragona;Tasa de paro de la población;2019T3;12,21
Ambos sexos;43 Tarragona;Tasa de paro de la población;2019T2;14,16
Ambos sexos;43 Tarragona;Tasa de paro de la población;2019T1;15,49
Ambos sexos;43 Tarragona;Tasa de paro de la población;2018T4;15,39
Ambos sexos;43 Tarragona;Tasa de paro de la población;2018T3;13,93
Ambos sexos;43 Tarragona;Tasa de paro de la población;2018T2;14,70
Ambos sexos;43 Tarragona;Tasa de paro de la población;2018T1;15,84
Ambos sexos;43 Tarragona;Tasa de paro de la población;2017T4;15,92
Ambos sexos;43 Tarragona;Tasa de paro de la población;2017T3;13,50
Ambos sexos;43 Tarragona;Tasa de paro de la población;2017T2;14,95
Ambos sexos;43 Tarragona;Tasa de paro de la población;2017T1;19,98
Ambos sexos;43 Tarragona;Tasa de paro de la población;2016T4;17,41
Ambos sexos;43 Tarragona;Tasa de paro de la población;2016T3;18,13
Ambos sexos;43 Tarragona;Tasa de paro de la población;2016T2;19,43
Ambos sexos;43 Tarragona;Tasa de paro de la población;2016T1;21,27
Ambos sexos;43 Tarragona;Tasa de paro de la población;2015T4;21,86
Ambos sexos;43 Tarragona;Tasa de paro de la población;2015T3;20,55
Ambos sexos;43 Tarragona;Tasa de paro de la población;2015T2;22,16
Ambos sexos;43 Tarragona;Tasa de paro de la población;2015T1;23,17
Ambos sexos;43 Tarragona;Tasa de paro de la población;2014T4;23,12
Ambos sexos;43 Tarragona;Tasa de paro de la población;2014T3;20,78
Ambos sexos;43 Tarragona;Tasa de paro de la población;2014T2;23,79
Ambos sexos;43 Tarragona;Tasa de paro de la población;2014T1;26,16
Ambos sexos;43 Tarragona;Tasa de paro de la población;2013T4;26,65
Ambos sexos;43 Tarragona;Tasa de paro de la población;2013T3;25,19
Ambos sexos;43 Tarragona;Tasa de paro de la población;2013T2;26,76
Ambos sexos;43 Tarragona;Tasa de paro de la población;2013T1;29,05
Ambos sexos;43 Tarragona;Tasa de paro de la población;2012T4;25,54
Ambos sexos;43 Tarragona;Tasa de paro de la población;2012T3;23,43
Ambos sexos;43 Tarragona;Tasa de paro de la población;2012T2;21,27
Ambos sexos;43 Tarragona;Tasa de paro de la población;2012T1;23,40
Ambos sexos;43 Tarragona;Tasa de paro de la población;2011T4;21,86
Ambos sexos;43 Tarragona;Tasa de paro de la población;2011T3;19,82
Ambos sexos;43 Tarragona;Tasa de paro de la población;2011T2;18,22
Ambos sexos;43 Tarragona;Tasa de paro de la población;2011T1;20,04
Ambos sexos;43 Tarragona;Tasa de paro de la población;2010T4;19,71
Ambos sexos;43 Tarragona;Tasa de paro de la población;2010T3;18,23
Ambos sexos;43 Tarragona;Tasa de paro de la población;2010T2;18,14
Ambos sexos;43 Tarragona;Tasa de paro de la población;2010T1;18,09
Ambos sexos;43 Tarragona;Tasa de paro de la población;2009T4;17,66
Ambos sexos;43 Tarragona;Tasa de paro de la población;2009T3;16,16
Ambos sexos;43 Tarragona;Tasa de paro de la población;2009T2;16,30
Ambos sexos;43 Tarragona;Tasa de paro de la población;2009T1;18,46
Ambos sexos;43 Tarragona;Tasa de paro de la población;2008T4;13,74
Ambos sexos;43 Tarragona;Tasa de paro de la población;2008T3;10,06
Ambos sexos;43 Tarragona;Tasa de paro de la población;2008T2;9,19
Ambos sexos;43 Tarragona;Tasa de paro de la población;2008T1;7,25
Ambos sexos;43 Tarragona;Tasa de paro de la población;2007T4;6,86
Ambos sexos;43 Tarragona;Tasa de paro de la población;2007T3;5,82
Ambos sexos;43 Tarragona;Tasa de paro de la población;2007T2;5,96
Ambos sexos;43 Tarragona;Tasa de paro de la población;2007T1;7,37
Ambos sexos;43 Tarragona;Tasa de paro de la población;2006T4;6,43
Ambos sexos;43 Tarragona;Tasa de paro de la población;2006T3;5,80
Ambos sexos;43 Tarragona;Tasa de paro de la población;2006T2;6,54
Ambos sexos;43 Tarragona;Tasa de paro de la población;2006T1;6,29
Ambos sexos;43 Tarragona;Tasa de paro de la población;2005T4;7,42
Ambos sexos;43 Tarragona;Tasa de paro de la población;2005T3;6,28
Ambos sexos;43 Tarragona;Tasa de paro de la población;2005T2;7,38
Ambos sexos;43 Tarragona;Tasa de paro de la población;2005T1;7,47
Ambos sexos;43 Tarragona;Tasa de paro de la población;2004T4;7,56
Ambos sexos;43 Tarragona;Tasa de paro de la población;2004T3;8,30
Ambos sexos;43 Tarragona;Tasa de paro de la población;2004T2;9,45
Ambos sexos;43 Tarragona;Tasa de paro de la población;2004T1;8,94
Ambos sexos;43 Tarragona;Tasa de paro de la población;2003T4;7,89
Ambos sexos;43 Tarragona;Tasa de paro de la población;2003T3;6,27
Ambos sexos;43 Tarragona;Tasa de paro de la población;2003T2;7,86
Ambos sexos;43 Tarragona;Tasa de paro de la población;2003T1;9,00
Ambos sexos;43 Tarragona;Tasa de paro de la población;2002T4;7,93
Ambos sexos;43 Tarragona;Tasa de paro de la población;2002T3;7,32
Ambos sexos;43 Tarragona;Tasa de paro de la población;2002T2;9,13
Ambos sexos;43 Tarragona;Tasa de paro de la población;2002T1;10,58
Ambos sexos;44 Teruel;Tasa de paro de la población;2021T2;8,55
Ambos sexos;44 Teruel;Tasa de paro de la población;2021T1;10,60
Ambos sexos;44 Teruel;Tasa de paro de la población;2020T4;9,25
Ambos sexos;44 Teruel;Tasa de paro de la población;2020T3;11,15
Ambos sexos;44 Teruel;Tasa de paro de la población;2020T2;11,59
Ambos sexos;44 Teruel;Tasa de paro de la población;2020T1;10,35
Ambos sexos;44 Teruel;Tasa de paro de la población;2019T4;9,04
Ambos sexos;44 Teruel;Tasa de paro de la población;2019T3;8,09
Ambos sexos;44 Teruel;Tasa de paro de la población;2019T2;10,29
Ambos sexos;44 Teruel;Tasa de paro de la población;2019T1;11,66
Ambos sexos;44 Teruel;Tasa de paro de la población;2018T4;9,23
Ambos sexos;44 Teruel;Tasa de paro de la población;2018T3;8,41
Ambos sexos;44 Teruel;Tasa de paro de la población;2018T2;8,79
Ambos sexos;44 Teruel;Tasa de paro de la población;2018T1;10,21
Ambos sexos;44 Teruel;Tasa de paro de la población;2017T4;11,16
Ambos sexos;44 Teruel;Tasa de paro de la población;2017T3;10,23
Ambos sexos;44 Teruel;Tasa de paro de la población;2017T2;13,16
Ambos sexos;44 Teruel;Tasa de paro de la población;2017T1;14,07
Ambos sexos;44 Teruel;Tasa de paro de la población;2016T4;12,27
Ambos sexos;44 Teruel;Tasa de paro de la población;2016T3;12,75
Ambos sexos;44 Teruel;Tasa de paro de la población;2016T2;14,24
Ambos sexos;44 Teruel;Tasa de paro de la población;2016T1;14,52
Ambos sexos;44 Teruel;Tasa de paro de la población;2015T4;13,00
Ambos sexos;44 Teruel;Tasa de paro de la población;2015T3;15,46
Ambos sexos;44 Teruel;Tasa de paro de la población;2015T2;18,05
Ambos sexos;44 Teruel;Tasa de paro de la población;2015T1;21,59
Ambos sexos;44 Teruel;Tasa de paro de la población;2014T4;19,74
Ambos sexos;44 Teruel;Tasa de paro de la población;2014T3;19,82
Ambos sexos;44 Teruel;Tasa de paro de la población;2014T2;20,90
Ambos sexos;44 Teruel;Tasa de paro de la población;2014T1;19,67
Ambos sexos;44 Teruel;Tasa de paro de la población;2013T4;19,65
Ambos sexos;44 Teruel;Tasa de paro de la población;2013T3;20,86
Ambos sexos;44 Teruel;Tasa de paro de la población;2013T2;19,64
Ambos sexos;44 Teruel;Tasa de paro de la población;2013T1;18,82
Ambos sexos;44 Teruel;Tasa de paro de la población;2012T4;15,70
Ambos sexos;44 Teruel;Tasa de paro de la población;2012T3;16,79
Ambos sexos;44 Teruel;Tasa de paro de la población;2012T2;16,73
Ambos sexos;44 Teruel;Tasa de paro de la población;2012T1;15,74
Ambos sexos;44 Teruel;Tasa de paro de la población;2011T4;14,78
Ambos sexos;44 Teruel;Tasa de paro de la población;2011T3;13,95
Ambos sexos;44 Teruel;Tasa de paro de la población;2011T2;15,26
Ambos sexos;44 Teruel;Tasa de paro de la población;2011T1;14,00
Ambos sexos;44 Teruel;Tasa de paro de la población;2010T4;13,39
Ambos sexos;44 Teruel;Tasa de paro de la población;2010T3;14,02
Ambos sexos;44 Teruel;Tasa de paro de la población;2010T2;10,37
Ambos sexos;44 Teruel;Tasa de paro de la población;2010T1;10,70
Ambos sexos;44 Teruel;Tasa de paro de la población;2009T4;8,84
Ambos sexos;44 Teruel;Tasa de paro de la población;2009T3;9,26
Ambos sexos;44 Teruel;Tasa de paro de la población;2009T2;12,15
Ambos sexos;44 Teruel;Tasa de paro de la población;2009T1;10,75
Ambos sexos;44 Teruel;Tasa de paro de la población;2008T4;7,41
Ambos sexos;44 Teruel;Tasa de paro de la población;2008T3;5,11
Ambos sexos;44 Teruel;Tasa de paro de la población;2008T2;7,61
Ambos sexos;44 Teruel;Tasa de paro de la población;2008T1;5,25
Ambos sexos;44 Teruel;Tasa de paro de la población;2007T4;4,43
Ambos sexos;44 Teruel;Tasa de paro de la población;2007T3;5,00
Ambos sexos;44 Teruel;Tasa de paro de la población;2007T2;4,01
Ambos sexos;44 Teruel;Tasa de paro de la población;2007T1;4,46
Ambos sexos;44 Teruel;Tasa de paro de la población;2006T4;2,88
Ambos sexos;44 Teruel;Tasa de paro de la población;2006T3;3,81
Ambos sexos;44 Teruel;Tasa de paro de la población;2006T2;4,40
Ambos sexos;44 Teruel;Tasa de paro de la población;2006T1;3,94
Ambos sexos;44 Teruel;Tasa de paro de la población;2005T4;5,54
Ambos sexos;44 Teruel;Tasa de paro de la población;2005T3;4,13
Ambos sexos;44 Teruel;Tasa de paro de la población;2005T2;4,63
Ambos sexos;44 Teruel;Tasa de paro de la población;2005T1;4,65
Ambos sexos;44 Teruel;Tasa de paro de la población;2004T4;4,94
Ambos sexos;44 Teruel;Tasa de paro de la población;2004T3;4,37
Ambos sexos;44 Teruel;Tasa de paro de la población;2004T2;3,46
Ambos sexos;44 Teruel;Tasa de paro de la población;2004T1;4,61
Ambos sexos;44 Teruel;Tasa de paro de la población;2003T4;6,58
Ambos sexos;44 Teruel;Tasa de paro de la población;2003T3;3,38
Ambos sexos;44 Teruel;Tasa de paro de la población;2003T2;4,50
Ambos sexos;44 Teruel;Tasa de paro de la población;2003T1;4,27
Ambos sexos;44 Teruel;Tasa de paro de la población;2002T4;7,52
Ambos sexos;44 Teruel;Tasa de paro de la población;2002T3;5,52
Ambos sexos;44 Teruel;Tasa de paro de la población;2002T2;6,15
Ambos sexos;44 Teruel;Tasa de paro de la población;2002T1;4,83
Ambos sexos;45 Toledo;Tasa de paro de la población;2021T2;18,28
Ambos sexos;45 Toledo;Tasa de paro de la población;2021T1;16,77
Ambos sexos;45 Toledo;Tasa de paro de la población;2020T4;19,85
Ambos sexos;45 Toledo;Tasa de paro de la población;2020T3;20,31
Ambos sexos;45 Toledo;Tasa de paro de la población;2020T2;16,90
Ambos sexos;45 Toledo;Tasa de paro de la población;2020T1;18,29
Ambos sexos;45 Toledo;Tasa de paro de la población;2019T4;16,47
Ambos sexos;45 Toledo;Tasa de paro de la población;2019T3;16,49
Ambos sexos;45 Toledo;Tasa de paro de la población;2019T2;17,86
Ambos sexos;45 Toledo;Tasa de paro de la población;2019T1;16,62
Ambos sexos;45 Toledo;Tasa de paro de la población;2018T4;17,50
Ambos sexos;45 Toledo;Tasa de paro de la población;2018T3;18,03
Ambos sexos;45 Toledo;Tasa de paro de la población;2018T2;20,45
Ambos sexos;45 Toledo;Tasa de paro de la población;2018T1;21,89
Ambos sexos;45 Toledo;Tasa de paro de la población;2017T4;20,33
Ambos sexos;45 Toledo;Tasa de paro de la población;2017T3;18,59
Ambos sexos;45 Toledo;Tasa de paro de la población;2017T2;22,08
Ambos sexos;45 Toledo;Tasa de paro de la población;2017T1;22,65
Ambos sexos;45 Toledo;Tasa de paro de la población;2016T4;23,44
Ambos sexos;45 Toledo;Tasa de paro de la población;2016T3;24,31
Ambos sexos;45 Toledo;Tasa de paro de la población;2016T2;26,08
Ambos sexos;45 Toledo;Tasa de paro de la población;2016T1;27,77
Ambos sexos;45 Toledo;Tasa de paro de la población;2015T4;27,91
Ambos sexos;45 Toledo;Tasa de paro de la población;2015T3;24,86
Ambos sexos;45 Toledo;Tasa de paro de la población;2015T2;28,84
Ambos sexos;45 Toledo;Tasa de paro de la población;2015T1;29,13
Ambos sexos;45 Toledo;Tasa de paro de la población;2014T4;28,07
Ambos sexos;45 Toledo;Tasa de paro de la población;2014T3;27,84
Ambos sexos;45 Toledo;Tasa de paro de la población;2014T2;28,93
Ambos sexos;45 Toledo;Tasa de paro de la población;2014T1;32,88
Ambos sexos;45 Toledo;Tasa de paro de la población;2013T4;31,85
Ambos sexos;45 Toledo;Tasa de paro de la población;2013T3;31,83
Ambos sexos;45 Toledo;Tasa de paro de la población;2013T2;32,39
Ambos sexos;45 Toledo;Tasa de paro de la población;2013T1;32,16
Ambos sexos;45 Toledo;Tasa de paro de la población;2012T4;30,69
Ambos sexos;45 Toledo;Tasa de paro de la población;2012T3;28,25
Ambos sexos;45 Toledo;Tasa de paro de la población;2012T2;28,22
Ambos sexos;45 Toledo;Tasa de paro de la población;2012T1;27,89
Ambos sexos;45 Toledo;Tasa de paro de la población;2011T4;24,75
Ambos sexos;45 Toledo;Tasa de paro de la población;2011T3;22,28
Ambos sexos;45 Toledo;Tasa de paro de la población;2011T2;24,81
Ambos sexos;45 Toledo;Tasa de paro de la población;2011T1;23,64
Ambos sexos;45 Toledo;Tasa de paro de la población;2010T4;23,10
Ambos sexos;45 Toledo;Tasa de paro de la población;2010T3;20,69
Ambos sexos;45 Toledo;Tasa de paro de la población;2010T2;21,50
Ambos sexos;45 Toledo;Tasa de paro de la población;2010T1;21,65
Ambos sexos;45 Toledo;Tasa de paro de la población;2009T4;19,55
Ambos sexos;45 Toledo;Tasa de paro de la población;2009T3;20,65
Ambos sexos;45 Toledo;Tasa de paro de la población;2009T2;21,66
Ambos sexos;45 Toledo;Tasa de paro de la población;2009T1;19,62
Ambos sexos;45 Toledo;Tasa de paro de la población;2008T4;15,96
Ambos sexos;45 Toledo;Tasa de paro de la población;2008T3;11,88
Ambos sexos;45 Toledo;Tasa de paro de la población;2008T2;10,65
Ambos sexos;45 Toledo;Tasa de paro de la población;2008T1;10,04
Ambos sexos;45 Toledo;Tasa de paro de la población;2007T4;7,67
Ambos sexos;45 Toledo;Tasa de paro de la población;2007T3;6,47
Ambos sexos;45 Toledo;Tasa de paro de la población;2007T2;7,19
Ambos sexos;45 Toledo;Tasa de paro de la población;2007T1;7,08
Ambos sexos;45 Toledo;Tasa de paro de la población;2006T4;7,42
Ambos sexos;45 Toledo;Tasa de paro de la población;2006T3;7,69
Ambos sexos;45 Toledo;Tasa de paro de la población;2006T2;7,70
Ambos sexos;45 Toledo;Tasa de paro de la población;2006T1;8,97
Ambos sexos;45 Toledo;Tasa de paro de la población;2005T4;9,48
Ambos sexos;45 Toledo;Tasa de paro de la población;2005T3;8,31
Ambos sexos;45 Toledo;Tasa de paro de la población;2005T2;10,34
Ambos sexos;45 Toledo;Tasa de paro de la población;2005T1;9,42
Ambos sexos;45 Toledo;Tasa de paro de la población;2004T4;10,27
Ambos sexos;45 Toledo;Tasa de paro de la población;2004T3;9,67
Ambos sexos;45 Toledo;Tasa de paro de la población;2004T2;10,56
Ambos sexos;45 Toledo;Tasa de paro de la población;2004T1;11,34
Ambos sexos;45 Toledo;Tasa de paro de la población;2003T4;11,55
Ambos sexos;45 Toledo;Tasa de paro de la población;2003T3;11,46
Ambos sexos;45 Toledo;Tasa de paro de la población;2003T2;11,50
Ambos sexos;45 Toledo;Tasa de paro de la población;2003T1;12,28
Ambos sexos;45 Toledo;Tasa de paro de la población;2002T4;11,70
Ambos sexos;45 Toledo;Tasa de paro de la población;2002T3;10,98
Ambos sexos;45 Toledo;Tasa de paro de la población;2002T2;12,25
Ambos sexos;45 Toledo;Tasa de paro de la población;2002T1;11,12
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2021T2;16,11
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2021T1;14,75
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2020T4;14,65
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2020T3;16,35
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2020T2;16,06
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2020T1;14,08
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2019T4;12,93
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2019T3;14,58
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2019T2;14,00
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2019T1;13,09
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2018T4;13,17
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2018T3;15,58
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2018T2;15,66
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2018T1;16,36
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2017T4;16,43
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2017T3;18,85
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2017T2;19,06
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2017T1;19,82
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2016T4;20,24
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2016T3;21,43
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2016T2;20,55
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2016T1;20,67
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2015T4;20,79
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2015T3;21,96
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2015T2;22,05
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2015T1;22,43
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2014T4;22,21
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2014T3;25,88
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2014T2;25,94
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2014T1;27,48
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2013T4;25,43
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2013T3;28,27
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2013T2;29,06
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2013T1;27,88
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2012T4;27,41
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2012T3;27,97
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2012T2;26,18
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2012T1;24,84
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2011T4;23,94
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2011T3;24,50
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2011T2;22,64
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2011T1;23,22
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2010T4;20,90
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2010T3;21,52
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2010T2;22,89
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2010T1;21,50
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2009T4;21,41
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2009T3;21,40
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2009T2;20,75
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2009T1;17,19
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2008T4;13,70
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2008T3;11,83
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2008T2;10,38
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2008T1;9,05
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2007T4;7,85
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2007T3;8,76
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2007T2;7,96
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2007T1;7,40
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2006T4;7,60
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2006T3;8,61
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2006T2;7,54
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2006T1;7,99
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2005T4;7,08
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2005T3;7,85
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2005T2;9,30
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2005T1;10,61
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2004T4;10,56
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2004T3;12,11
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2004T2;9,94
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2004T1;10,50
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2003T4;10,36
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2003T3;11,98
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2003T2;11,73
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2003T1;11,99
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2002T4;11,80
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2002T3;13,20
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2002T2;12,29
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2002T1;11,08
Ambos sexos;47 Valladolid;Tasa de paro de la población;2021T2;12,52
Ambos sexos;47 Valladolid;Tasa de paro de la población;2021T1;12,08
Ambos sexos;47 Valladolid;Tasa de paro de la población;2020T4;11,35
Ambos sexos;47 Valladolid;Tasa de paro de la población;2020T3;11,70
Ambos sexos;47 Valladolid;Tasa de paro de la población;2020T2;9,82
Ambos sexos;47 Valladolid;Tasa de paro de la población;2020T1;9,55
